GEN,TIME,EVAL,BEST,AVG,STDDEV,WORST
68	83.76		3500		1.09e+02  1.10e+02  3.58e+00  1.36e+02
69	84.99		3550		1.09e+02  1.09e+02  3.57e-04  1.09e+02
70	86.16		3600		1.09e+02  1.09e+02  1.91e+00  1.21e+02
71	87.37		3650		1.09e+02  1.10e+02  2.53e+00  1.24e+02
72	88.63		3700		1.09e+02  1.09e+02  3.64e-04  1.09e+02
73	89.87		3750		1.09e+02  1.10e+02  3.24e+00  1.35e+02
74	91.6		3800		1.09e+02  1.09e+02  2.35e+00  1.27e+02
75	92.30		3850		1.09e+02  1.10e+02  2.55e+00  1.30e+02
76	93.54		3900		1.09e+02  1.09e+02  1.17e-01  1.10e+02
77	94.82		3950		1.09e+02  1.09e+02  1.59e+00  1.20e+02
78	96.1		4000		1.09e+02  1.09e+02  3.24e-04  1.09e+02
79	97.24		4050		1.09e+02  1.10e+02  3.98e+00  1.35e+02
80	98.49		4100		1.09e+02  1.10e+02  4.38e+00  1.38e+02
81	99.73		4150		1.09e+02  1.09e+02  3.12e-04  1.09e+02
82	100.92		4200		1.09e+02  1.10e+02  3.01e+00  1.27e+02
83	102.11		4250		1.09e+02  1.09e+02  2.27e+00  1.25e+02
84	103.36		4300		1.09e+02  1.09e+02  1.87e+00  1.22e+02
85	104.60		4350		1.09e+02  1.09e+02  1.62e+00  1.22e+02
86	105.79		4400		1.09e+02  1.09e+02  2.16e+00  1.26e+02
87	107.0		4450		1.09e+02  1.10e+02  3.87e+00  1.38e+02
88	108.26		4500		1.09e+02  1.09e+02  1.88e+00  1.23e+02
89	109.48		4550		1.09e+02  1.09e+02  8.64e-01  1.17e+02
90	110.67		4600		1.09e+02  1.10e+02  2.53e+00  1.25e+02
91	111.86		4650		1.09e+02  1.09e+02  3.12e-04  1.09e+02
92	113.12		4700		1.09e+02  1.10e+02  3.66e+00  1.36e+02
93	114.37		4750		1.09e+02  1.10e+02  3.91e+00  1.32e+02
94	115.64		4800		1.09e+02  1.09e+02  1.26e+00  1.21e+02
95	116.84		4850		1.09e+02  1.10e+02  2.99e+00  1.32e+02
96	118.4		4900		1.09e+02  1.10e+02  2.38e+00  1.22e+02
97	119.27		4950		1.09e+02  1.09e+02  4.44e-01  1.14e+02
98	120.49		5000		1.09e+02  1.09e+02  2.25e+00  1.31e+02
99	121.68		5050		1.09e+02  1.09e+02  7.08e-01  1.15e+02
